"订单编号","支付单号","支付详情","买家应付货款","买家应付邮费","买家支付积分","总金额","返点积分","买家实际支付金额","买家实际支付积分","订单状态","买家留言","运送方式","订单创建时间","订单付款时间 ","宝贝标题 ","宝贝种类 ","物流单号 ","物流公司","订单备注","宝贝总数量","店铺Id","店铺名称","订单关闭原因","卖家服务费","买家服务费","发票抬头","是否手机订单","分阶段订单信息","特权订金订单id","是否上传合同照片","是否上传小票","是否代付","定金排名","修改后的sku","异常信息","天猫卡券抵扣","集分宝抵扣","是否是O2O交易","新零售交易类型","新零售导购门店名称","新零售导购门店id","新零售发货门店名称","新零售发货门店id","退款金额","预约门店","确认收货时间","打款商家金额","含应开票给个人的个人红包","是否信用购","体验期结束时间","前N有礼","配送类型","直播返现状态","返现金额","延迟发货赔付金额","新零售成交门店昵称","新零售成交门店id","新零售成交经销商id ","预售订单","发货时间","商家备忘","主订单编号"
="3233103877247391810",="2023030322001159861446312115","支付方式：支付宝，支付单号：2023030322001159861446312115，金额：942.00；","930.00","12.00","0","942.00","0","942.00","0","卖家已发货，等待买家确认","null","快递","2023-03-03 00:36:16","2023-03-03 00:36:59","Nike 耐克 Dunk Low 耐磨潮流 复古运动休闲板鞋 白红 DD1391-602，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1673652983068","顺丰速运","'X. 878 三块花五天?【木木 03-03 22:41】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 16:00:20",="X. 878 三块花五天?【木木 03-03 22:41】",=""
="1833883752176895370",="2023030222001198971408484114","支付方式：支付宝，支付单号：2023030222001198971408484114，金额：392.00；","380.00","12.00","0","392.00","0","392.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:56:40","2023-03-03 00:06:10","Air Jordan Legacy 312 AJ312 高帮运动潮流休闲篮球鞋AT4040-102，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1507916754440","顺丰速运","'p  343  LiaoJJia【木木 03-03 23:08】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 17:39:07",="p  343  LiaoJJia【木木 03-03 23:08】",=""
="1834690586737131276",="2023030222001158681448288875","支付方式：支付宝，支付单号：2023030222001158681448288875，金额：543.00；","520.00","23.00","0","543.00","0","543.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:47:38","2023-03-02 23:47:49","Nike Air Force1 AF1  白灰棕 低帮 复古潮流休闲板鞋 FB1857-111，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78325703739001","中通快递","'p 496  难受【木木 03-03 23:02】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 14:07:22",="p 496  难受【木木 03-03 23:02】",=""
="3233518779578336634",="2023030222001154531431645034","支付方式：支付宝，支付单号：2023030222001154531431645034，金额：642.00；","630.00","12.00","0","642.00","0","642.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:34:48","2023-03-02 23:34:57","Nike Dunk Low 耐磨 轻便 低帮  复古 潮流 运动休闲鞋DR5475-100，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:990104115848403","顺丰速运","'C 593 ca343800540【木木 03-04 00:22】已阅","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 15:48:06",="C 593 ca343800540【木木 03-04 00:22】已阅",=""
="3233228834788339451",="2023030222001189891402797471","支付方式：支付宝，支付单号：2023030222001189891402797471，金额：432.00；","420.00","12.00","0","432.00","0","432.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:31:09","2023-03-02 23:31:25","Nike 耐克 Dunk Low 低帮复古 潮流运动休闲板鞋 白黑 DJ6188-101，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78662524881635","中通快递","'C 400 shen【木木 03-05 02:35】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 17:14:58",="C 400 shen【木木 03-05 02:35】",=""
="3233220986744983637",="2023030222001171971420264591","支付方式：支付宝，支付单号：2023030222001171971420264591，金额：482.00；","470.00","12.00","0","482.00","0","482.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:23:25","2023-03-02 23:23:32","Nike耐克 Dunk Low 轻便耐磨 复古运动休闲板鞋 灰白黑DQ0380-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78662560492047","中通快递","'C 439 John【木木 03-04 00:13】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 17:27:21",="C 439 John【木木 03-04 00:13】",=""
="3233028601494869146",="2023030222001101391432625466","支付方式：支付宝，支付单号：2023030222001101391432625466，金额：0.00；","670.00","12.00","0","682.00","0","0.00","0","交易关闭","null","快递","2023-03-02 23:16:17","2023-03-02 23:16:26","Nike Dunk Low 耐磨 轻便 低帮  复古 潮流 运动休闲鞋DR5475-100，买家秀征集赢奖励！！！ ~ 收货联系客服","2","","null","'null","2","0","欣欣体育 知解验证","退款","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","682.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="null",="null",=""
="3232332432392932146",="2023030222001188921450338183","支付方式：支付宝，支付单号：2023030222001188921450338183，金额：612.00；","600.00","12.00","0","612.00","0","612.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:12:56","2023-03-02 23:13:06","Air Jordan 1 Low AJ1 白绿 低帮 休闲复时尚古篮球鞋 DC0774-132，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:74100249782038","中通快递","'C 585 Long【木木 03-03 23:26】已阅","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 10:54:54",="C 585 Long【木木 03-03 23:26】已阅",=""
="3233022625450366151",="2023030222001194651430255257","支付方式：支付宝，支付单号：2023030222001194651430255257，金额：372.00；","360.00","12.00","0","372.00","0","372.00","0","交易成功","null","快递","2023-03-02 23:11:02","2023-03-02 23:11:19","Nike/耐克Joyride Dual Run 2 缓震潮流休闲运动跑步鞋CT0307-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1689128889516","顺丰速运","'J 335 Pluto【木木 03-03 22:50】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","2023-03-05 14:25:28","372.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 18:49:54",="J 335 Pluto【木木 03-03 22:50】",=""
="3233019169324531313",="2023030222001170331441374787","支付方式：支付宝，支付单号：2023030222001170331441374787，金额：372.00；","360.00","12.00","0","372.00","0","372.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 23:08:19","2023-03-02 23:08:47","Nike Blazer Low 白黑 轻便舒适 复古潮流 运动休闲鞋 DA4074-101，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1505863214916","顺丰速运","'p   333顺 K1109Q【木木 03-05 00:54】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 20:58:04",="p   333顺 K1109Q【木木 03-05 00:54】",=""
="3233004769442345049",="2023030222001153121400582379","支付方式：支付宝，支付单号：2023030222001153121400582379，金额：422.00；","410.00","12.00","0","422.00","0","422.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 22:56:38","2023-03-02 22:58:06","Nike 耐克 Dunk Low 低帮复古 潮流运动休闲板鞋 白黑 DJ6188-101，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78662524642066","中通快递","'C 400 shen【木木 03-05 02:35】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 17:14:42",="C 400 shen【木木 03-05 02:35】",=""
="1833843036471667071",="2023030222001120911418672736","支付方式：支付宝，支付单号：2023030222001120911418672736，金额：473.00；","461.00","12.00","0","473.00","0","473.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 22:46:44","2023-03-02 22:47:53","Nike耐克 Air Force 1 Low 低帮防滑运动休闲鞋 白金银DH9595-001，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1510008415939","顺丰速运","'p 439  black【木木 03-03 23:04】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 23:03:21",="p 439  black【木木 03-03 23:04】",=""
="3232292040685003241",="2023030222001132281450762508","支付方式：支付宝，支付单号：2023030222001132281450762508，金额：482.00；","470.00","12.00","0","482.00","0","482.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 22:44:47","2023-03-02 22:44:54","Nike Air Force1 AF1  白灰棕 低帮 复古潮流休闲板鞋 FB1857-111，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:73198035261206","中通快递","'Y 460   R【木木 03-04 00:31】","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 17:25:01",="Y 460   R【木木 03-04 00:31】",=""
="1834611567420865288",="2023030222001101091406008825","支付方式：支付宝，支付单号：2023030222001101091406008825，金额：0.00；","490.00","12.00","0","502.00","0","0.00","0","交易关闭","null","快递","2023-03-02 22:44:26","2023-03-02 22:44:40","Nike Air Force 1 Low AF1白绿 潮流休闲舒适经典板鞋 DX1156-100","1","","null","'C 449 干冰太多了 3.5普无留底7天售后","1","0","欣欣体育 知解验证","退款","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","502.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="null",="C 449 干冰太多了 3.5普无留底7天售后",=""
="3232977769547568615",="2023030222001192691425431952","支付方式：支付宝，支付单号：2023030222001192691425431952，金额：0.00；","750.00","12.00","0","762.00","0","0.00","0","交易关闭","null","快递","2023-03-02 22:37:56","2023-03-02 22:38:17","耐克Nike Dunk Low 复古 休闲 舒适 潮流 运动低帮板鞋DH9765-100，买家秀征集赢奖励！！！ ~ 收货联系客服","2","","null","'null","2","0","欣欣体育 知解验证","退款","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","762.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="null",="null",=""
="3233146970599259806",="2023030222001158061450101462","支付方式：支付宝，支付单号：2023030222001158061450101462，金额：272.00；","260.00","12.00","0","272.00","0","272.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 22:27:34","2023-03-02 22:27:58","Nike耐克 Waffle One 轻质 运动休闲 低帮舒适 跑步鞋 DJ9640-200，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:SF1692567114004","顺丰速运","'C 236 鹿鹿【木木 03-03 23:55】已阅","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-03 13:31:53",="C 236 鹿鹿【木木 03-03 23:55】已阅",=""
="1833819924079599093",="2023030222001123331435420905","支付方式：支付宝，支付单号：2023030222001123331435420905，金额：794.00；","771.00","23.00","0","794.00","0","794.00","0","卖家已发货，等待买家确认","null","快递","2023-03-02 22:13:38","2023-03-02 22:13:46","Nike 耐克 Dunk Low 低帮复古 潮流运动休闲板鞋 白黑 DJ6188-101，买家秀征集赢奖励！！！ ~ 收货联系客服","2","No:78663223563935","中通快递","'K 743 95分","2","0","欣欣体育 知解验证","订单未关闭","0","0元","","手机订单","null","null","否","否","否","","null","null","null","null","null","电商订单","null","null","null","null","0.00","null","","0.00元","","否","","null","null","null","null","null","null","null","null","否",="2023-03-05 13:38:54",="K 743 95分",=""
